answer_en,question_en,context,context_data
"Then eat from every kind of fruit, and follow the paths of your Lord, which are easy to follow. From her belly comes out a drink of different colors, in which there is healing for people. Indeed, in that is a sign for a people who reflect.",Recite the verse that indicates that honey has healing for people.,"Quran Surah 16 Ayah 69:
So, Suck The Juice Of All Kinds Of Fruit, And Then Follow Those Routes (Suggested) By Your Lord (Which Lead To These Fruits And Flowers Of Which You Are To Suck The Juice, Leading Other Bees Also To The Source) For Their Convenience.’ There Oozes From Their Bellies A Syrup (I.E., Honey) Of Diverse Colours. It Has Healing Properties For The People. Therein Is Indeed A Sign For Those Who Apply Their Minds.","[{""index"": 516, ""q_src_id"": 490, ""surah"": 16, ""ayah"": 69, ""ayah_en"": ""So, Suck The Juice Of All Kinds Of Fruit, And Then Follow Those Routes (Suggested) By Your Lord (Which Lead To These Fruits And Flowers Of Which You Are To Suck The Juice, Leading Other Bees Also To The Source) For Their Convenience.\u2019 There Oozes From Their Bellies A Syrup (I.E., Honey) Of Diverse Colours. It Has Healing Properties For The People. Therein Is Indeed A Sign For Those Who Apply Their Minds.""}]"
"Indeed, Allah, the Exalted, created you, then He will cause you to die, and among you is he who reaches the worst age, like a child, knowing nothing he once knew. Allah is All-Knowing, All-Powerful. He who brought man back to this state is also capable of causing him to die and then resurrecting him.","Explain this verse: 'And Allah has created you, then He will cause you to die, and of you there is he who is brought back to the worst part of life, so that he does not know after knowledge. Indeed, Allah is All-Knowing, All-Powerful.' (16:70, The Bee)","Quran Surah 16 Ayah 70:
And Allah Has Brought You Into Being; Then He Causes You To Die; And He Turns Some Of You To The Most Worthless Age (I.E., Senility) So That After Knowing (So Much In Life) He Should Now Know Nothing (I.E., Man May See To His Helplessness And Paucity Of Resources Before Death). Surely, Allah Is All-Knowing, All-Powerful.","[{""index"": 517, ""q_src_id"": 491, ""surah"": 16, ""ayah"": 70, ""ayah_en"": ""And Allah Has Brought You Into Being; Then He Causes You To Die; And He Turns Some Of You To The Most Worthless Age (I.E., Senility) So That After Knowing (So Much In Life) He Should Now Know Nothing (I.E., Man May See To His Helplessness And Paucity Of Resources Before Death). Surely, Allah Is All-Knowing, All-Powerful.""}]"
"Indeed, Allah has favored some of you over others in provision. Among you are those who are rich and those who are poor. Those who are favored are not [more special] than those who are not. Is there any that could have his provision equated with that [already] given to him by Allah? I have already distributed My provision among you. So, do not take others as partners in My blessings, [claiming that] they are equal to My servants. [This is] because the meaning is that they have no partners in their wealth among their [own] servants. How can they make some of Allah's servants partners [with Him]? Do they deny the favor of Allah by doing so?","And Allah has favored some of you over others in provision. Those who were favored do not give their slaves from their provision so that they become equal in it. Is it, then, the favor of Allah that they deny? (16:71, Al-Nahl)","Quran Surah 16 Ayah 71:
And Allah Has Preferred Some Of You To Others In (Grades Of) Provision (So That He Puts You To Trial Through The Command Of Spending In His Way). But Those Who Have Been Preferred Do Not Divert (Even A Portion Of) Their Wealth To (I.E., Do Not Spend On) Their Dependants, Whilst They All Are Equal In It (As For As Their Basic Necessities Are Concerned). So Do They Deny Allah’S Favour?","[{""index"": 518, ""q_src_id"": 492, ""surah"": 16, ""ayah"": 71, ""ayah_en"": ""And Allah Has Preferred Some Of You To Others In (Grades Of) Provision (So That He Puts You To Trial Through The Command Of Spending In His Way). But Those Who Have Been Preferred Do Not Divert (Even A Portion Of) Their Wealth To (I.E., Do Not Spend On) Their Dependants, Whilst They All Are Equal In It (As For As Their Basic Necessities Are Concerned). So Do They Deny Allah\u2019S Favour?""}]"
"God has given an example of the corruption of the belief of those who associate partners with Him: a slave, weak and unable to manage his affairs, owning nothing, and another man, free, with lawful wealth that God has provided for him, able to manage it and give from it in secret and openly. Does a rational person say that the two are equal? Similarly, God, the Creator, the Owner, the Disposer, is not equal to His creation and servants. How can you equate them? All praise is due to Him alone, for He is the One deserving of praise and thanks, but most of those who associate partners do not know that praise and blessings are for God alone, and that He is the One deserving of worship.","Explain the verse: 'Allah has set forth an example: a slave owned by another, having no power over anything, and one to whom We have provided a good provision from Ourselves, he spends from it secretly and publicly. Are they equal? All praise is due to Allah, but most of them do not know. (16:75) Al-Nahl.'","Quran Surah 16 Ayah 75:
Allah Has Explained An Example (That) There Is A Slave, Possessed By (Some Master), Having No Control Over Anything (Himself), And (The Other) Is The One To Whom We Have Given The Best Provision, So He Gives Out To Others Out Of It Secretly And Openly: Can The Two Be Held Equal? All Praise Belongs To Allah Alone. But Most Of Them Do Not Know (Even The Basic Reality).","[{""index"": 519, ""q_src_id"": 493, ""surah"": 16, ""ayah"": 75, ""ayah_en"": ""Allah Has Explained An Example (That) There Is A Slave, Possessed By (Some Master), Having No Control Over Anything (Himself), And (The Other) Is The One To Whom We Have Given The Best Provision, So He Gives Out To Others Out Of It Secretly And Openly: Can The Two Be Held Equal? All Praise Belongs To Allah Alone. But Most Of Them Do Not Know (Even The Basic Reality).""}]"
"Allah has presented an example of two men: one mute, deaf, neither understanding nor being understood, unable to benefit himself or others, a heavy burden on whoever is in charge of him, failing in any task sent to him, and returning no good; and another with all his senses, benefiting himself and others, commanding justice, and being on a clear path without deviation. Do these two men equate in the sight of the reasonable? So how can you equate the mute, deaf idol with Allah, the All-Powerful, the Ever-Beneficent, in all good?","And Allah has set forth an example of two men, one of them dumb, unable to do anything, and he is a burden on his master. No good does he do. Is he equal to one who commands justice and is on a straight path? Explain this verse from the Qur'an (16:76).","Quran Surah 16 Ayah 76:
And Allah Has Illustrated An Example Of Two (Such) Men Of Whom One Is Dumb, Has No Power Over Anything And Is A Burden On His Master; Wherever He (The Master) Sends Him, He Brings No Good. Can He (The Dumb) Be Equal To The (Other) One Who (Holds Such An Office That He) Enjoins The People To Do Justice, And He Himself Also Follows The Straight Path?","[{""index"": 520, ""q_src_id"": 494, ""surah"": 16, ""ayah"": 76, ""ayah_en"": ""And Allah Has Illustrated An Example Of Two (Such) Men Of Whom One Is Dumb, Has No Power Over Anything And Is A Burden On His Master; Wherever He (The Master) Sends Him, He Brings No Good. Can He (The Dumb) Be Equal To The (Other) One Who (Holds Such An Office That He) Enjoins The People To Do Justice, And He Himself Also Follows The Straight Path?""}]"
"It is light for you to carry during your journey, and it is easy for you to set up during your stay after the journey.","What is the meaning of: 'And He has made for you from your homes a place of rest and from the hides of the livestock, homes which you can use on the day of your travel and on the day of your settlement, and from them you can get furniture and goods for a while.' (Nahl 16:80)","Quran Surah 16 Ayah 80:
And Allah Has Made Your Homes (Permanent) Places For You To Reside And Made For You (Temporary) Dwellings (I.E., Tents) With The Skins Of Cattle Which You Find Light Enough During Your Journey And For (Reposing At Break-Journey) Halts. And (Allah Is The One Who) Provides You With Household Goods And Profitable Means (In Business And Trade) From The Wool Of Sheep And Lambs And The Fur Of Camels And Hair Obtained From Goats (Which Are) For An Appointed Term.","[{""index"": 521, ""q_src_id"": 495, ""surah"": 16, ""ayah"": 80, ""ayah_en"": ""And Allah Has Made Your Homes (Permanent) Places For You To Reside And Made For You (Temporary) Dwellings (I.E., Tents) With The Skins Of Cattle Which You Find Light Enough During Your Journey And For (Reposing At Break-Journey) Halts. And (Allah Is The One Who) Provides You With Household Goods And Profitable Means (In Business And Trade) From The Wool Of Sheep And Lambs And The Fur Of Camels And Hair Obtained From Goats (Which Are) For An Appointed Term.""}]"
"God has provided you with trees and other things for shade, and in the mountains, He has made caves and caverns for you to seek refuge in when needed. He has given you clothes made of cotton, wool, and other materials to protect you from heat and cold. He has also given you iron to defend you from injury in wars. God has bestowed these blessings upon you to complete His favor, and to guide you to the true religion. Therefore, submit to the command of God alone, and do not associate anything with Him in worship.",And Allah has made for you from what He has created shades and has made for you from the mountains shelters and has made for you garments that protect you from the heat and garments that protect you from your enemy; thus does He complete His favor upon you that you might be of the grateful. (81) The Bee. Explain this verse.,"Quran Surah 16 Ayah 81:
And Allah Is The One Who Has Made For You Shades Of Many Things That He Created, And He Has Made Places Of Shelter For You In The Mountains, And He Has Made Such Clothes For You That Protect You From Heat And (Others Like) Coats Of Armour, Which Shield You (Against The Enemy Assault) During The Event Of Intense War. Thus Allah Perfects His Favour And Blessing (I.E., Provision And Protection) Upon You So That You May Bow Down (Before His Presence) With Absolute Submissiveness.","[{""index"": 522, ""q_src_id"": 496, ""surah"": 16, ""ayah"": 81, ""ayah_en"": ""And Allah Is The One Who Has Made For You Shades Of Many Things That He Created, And He Has Made Places Of Shelter For You In The Mountains, And He Has Made Such Clothes For You That Protect You From Heat And (Others Like) Coats Of Armour, Which Shield You (Against The Enemy Assault) During The Event Of Intense War. Thus Allah Perfects His Favour And Blessing (I.E., Provision And Protection) Upon You So That You May Bow Down (Before His Presence) With Absolute Submissiveness.""}]"
"Indeed, Allah commands justice, kindness, and giving to one's relatives, and forbids indecency, evil, and oppression. He admonishes you so that you may remember.",What does Allah (SWT) command and prohibit in the Quran?,"Quran Surah 16 Ayah 90:
Indeed, Allah Enjoins Justice And Benevolence (Towards Everyone), And Giving Away To The Kindred, And Forbids Indecency, Evil Deeds, Defiance And Disobedience. He Admonishes You So That You May Remember With Concern.","[{""index"": 523, ""q_src_id"": 497, ""surah"": 16, ""ayah"": 90, ""ayah_en"": ""Indeed, Allah Enjoins Justice And Benevolence (Towards Everyone), And Giving Away To The Kindred, And Forbids Indecency, Evil Deeds, Defiance And Disobedience. He Admonishes You So That You May Remember With Concern.""}]"
Do not make your oaths a means of deceit among those to whom you have sworn.,"And do not take your oaths as a means of deception between yourselves, so that a foot may slip after it has been firmly placed and you may taste evil because you hindered [yourself] from the way of Allah, and for you is a great punishment.","Quran Surah 16 Ayah 94:
And Do Not Use Your Oaths As A Means Of Deceiving Amongst You Lest Your Foot Should Quiver After It Is Set Firmly (In Islam), And You Will Taste The Evil Result Because You Used To Hinder (The People) From The Path Of Allah. And There Is Severe Torment For You.","[{""index"": 524, ""q_src_id"": 498, ""surah"": 16, ""ayah"": 94, ""ayah_en"": ""And Do Not Use Your Oaths As A Means Of Deceiving Amongst You Lest Your Foot Should Quiver After It Is Set Firmly (In Islam), And You Will Taste The Evil Result Because You Used To Hinder (The People) From The Path Of Allah. And There Is Severe Torment For You.""}]"
"When you recite the Quran, seek refuge in Allah from the accursed Satan.",What is the first thing one should do when reading the Holy Quran?,"Quran Surah 16 Ayah 98:
So When You Undertake To Recite The Qur’An, Seek Refuge With Allah Against (The Wiles Of) Satan, The Outcast.","[{""index"": 525, ""q_src_id"": 499, ""surah"": 16, ""ayah"": 98, ""ayah_en"": ""So When You Undertake To Recite The Qur\u2019An, Seek Refuge With Allah Against (The Wiles Of) Satan, The Outcast.""}]"
"We know that the disbelievers say, 'The Quran is only known by a man from Basra, a Christian, and the Prophet (peace be upon him) used to visit him. Allah says, 'Their language is a foreign one, but this Quran is an Arabic one, clear and full of wisdom and eloquence. How can a foreigner understand it?'","We are aware that they say, 'It is only a human who teaches him; the language he speaks is foreign, while this is a clear Arabic language.' (Interpret the verse 103 of Surah An-Nahl)","Quran Surah 16 Ayah 103:
And Indeed, We Know That They (The Disbelievers And The Polytheists) Say: ‘It Is But A Human Being Who Teaches Him This (Qur’An).’ But The Person They Point To, Turning The Matter Away From The Truth, Is The One Whose Language Is Non-Arabic And This Qur’An Is (In) A Clear And Unambiguous Arabic Language.","[{""index"": 526, ""q_src_id"": 500, ""surah"": 16, ""ayah"": 103, ""ayah_en"": ""And Indeed, We Know That They (The Disbelievers And The Polytheists) Say: \u2018It Is But A Human Being Who Teaches Him This (Qur\u2019An).\u2019 But The Person They Point To, Turning The Matter Away From The Truth, Is The One Whose Language Is Non-Arabic And This Qur\u2019An Is (In) A Clear And Unambiguous Arabic Language.""}]"
